Security,ALSEA* MM Equity                                                
Start Date,08/01/2001 00:00
End Date,07/01/2019 00:00
Period,D
Currency,MXN
,
Date,PRECIO
26/11/2007,13.07
23/11/2007,13.42
22/11/2007,13.07
21/11/2007,13.02
20/11/2007,13.28
16/11/2007,13.38
15/11/2007,12.66
14/11/2007,12.88
13/11/2007,12.73
12/11/2007,12.14
09/11/2007,12.82
08/11/2007,13.11
07/11/2007,13.44
06/11/2007,14.05
05/11/2007,14.37
01/11/2007,14.98
31/10/2007,15.23
30/10/2007,15.16
29/10/2007,15.16
26/10/2007,15.3
25/10/2007,15.24
24/10/2007,15.61
23/10/2007,15.68
22/10/2007,15.41
19/10/2007,15.81
18/10/2007,15.86
17/10/2007,15.94
16/10/2007,15.87
15/10/2007,16.23
12/10/2007,16.14
11/10/2007,16.31
10/10/2007,16.77
09/10/2007,16.82
08/10/2007,16.34
05/10/2007,16.08
04/10/2007,15.82
03/10/2007,16.28
02/10/2007,16.56
01/10/2007,16.77
28/09/2007,17.33
27/09/2007,17.02
26/09/2007,16.87
25/09/2007,16.87
24/09/2007,16.98
21/09/2007,17.04
20/09/2007,17.4
19/09/2007,17.94
18/09/2007,17.71
17/09/2007,17.33
14/09/2007,17.94
13/09/2007,18.13
12/09/2007,18.12
11/09/2007,17.83
10/09/2007,17.45
07/09/2007,17.72
06/09/2007,18.05
05/09/2007,18.03
04/09/2007,17.78
03/09/2007,17.23
31/08/2007,17.02
30/08/2007,17.16
29/08/2007,16.97
28/08/2007,16.73
27/08/2007,17
24/08/2007,17.1
23/08/2007,17.01
22/08/2007,16.46
21/08/2007,16.3
20/08/2007,15.87
17/08/2007,15.34
16/08/2007,15.19
15/08/2007,16.37
14/08/2007,16.5
13/08/2007,16.87
10/08/2007,17.06
09/08/2007,17.07
08/08/2007,17.54
07/08/2007,17.3
06/08/2007,17.35
03/08/2007,17.56
02/08/2007,17.67
01/08/2007,17.59
31/07/2007,17.95
30/07/2007,17.93
27/07/2007,17.78
26/07/2007,17.35
25/07/2007,18.01
24/07/2007,16.55
23/07/2007,17.3
20/07/2007,17.27
19/07/2007,16.94
18/07/2007,16.79
17/07/2007,17.11
16/07/2007,17.19
13/07/2007,17.43
12/07/2007,17.49
11/07/2007,17.64
10/07/2007,17.79
09/07/2007,18.48
06/07/2007,18.55
05/07/2007,18.39
04/07/2007,18.58
03/07/2007,18.65
02/07/2007,18.23
29/06/2007,18.2
28/06/2007,18.37
27/06/2007,17.92
26/06/2007,18.2
25/06/2007,18.38
22/06/2007,17.97
21/06/2007,17.88
20/06/2007,17.41
19/06/2007,17.36
18/06/2007,17.2
15/06/2007,17.51
14/06/2007,17.26
13/06/2007,17.49
12/06/2007,17.56
11/06/2007,18.01
08/06/2007,17.98
07/06/2007,17.99
06/06/2007,17.98
05/06/2007,17.64
04/06/2007,17.45
01/06/2007,17.71
31/05/2007,17.83
30/05/2007,17.91
29/05/2007,17.9
28/05/2007,18.05
25/05/2007,18.14
24/05/2007,18.13
23/05/2007,18.06
22/05/2007,17.93
21/05/2007,17.89
18/05/2007,18.23
17/05/2007,17.99
16/05/2007,18.22
15/05/2007,18.12
14/05/2007,18.22
11/05/2007,18.55
10/05/2007,18.23
09/05/2007,18.4
08/05/2007,18.2
07/05/2007,18.77
04/05/2007,19.07
03/05/2007,18.88
02/05/2007,18.39
30/04/2007,17.93
27/04/2007,18.4
26/04/2007,18.2
25/04/2007,18.52
24/04/2007,18.97
23/04/2007,19.17
20/04/2007,19.62
19/04/2007,19.67
18/04/2007,19.88
17/04/2007,19.57
16/04/2007,19.71
13/04/2007,20.07
12/04/2007,19.93
11/04/2007,19.37
10/04/2007,19.66
09/04/2007,19.85
04/04/2007,19.38
03/04/2007,19.17
02/04/2007,19.44
30/03/2007,19.59
29/03/2007,19.62
28/03/2007,19.32
27/03/2007,19.28
26/03/2007,18.73
23/03/2007,18.3
22/03/2007,18.35
21/03/2007,18.2
20/03/2007,17.54
16/03/2007,16.98
15/03/2007,17.08
14/03/2007,17.35
13/03/2007,17.42
12/03/2007,17.83
09/03/2007,17.84
08/03/2007,17.64
07/03/2007,17.31
06/03/2007,17.72
05/03/2007,17.53
02/03/2007,17.55
01/03/2007,17.31
28/02/2007,17.61
27/02/2007,17.3
26/02/2007,18.27
23/02/2007,18.79
22/02/2007,18.63
21/02/2007,18.4
20/02/2007,17.9
19/02/2007,18.17
16/02/2007,17.84
15/02/2007,17.88
14/02/2007,18.49
13/02/2007,18.13
12/02/2007,17.26
09/02/2007,16.91
08/02/2007,17.26
07/02/2007,17.24
06/02/2007,16.71
02/02/2007,16.29
01/02/2007,16
31/01/2007,15.94
30/01/2007,15.1
29/01/2007,14.97
26/01/2007,14.99
25/01/2007,15.06
24/01/2007,15.31
23/01/2007,14.43
22/01/2007,13.97
19/01/2007,14.15
18/01/2007,13.88
17/01/2007,14.02
16/01/2007,13.88
15/01/2007,13.73
12/01/2007,13.71
11/01/2007,13.66
10/01/2007,13.34
09/01/2007,13.64
08/01/2007,13.78
05/01/2007,13.89
04/01/2007,13.92
03/01/2007,14.12
02/01/2007,14.26
29/12/2006,14.11
28/12/2006,14.02
27/12/2006,13.96
26/12/2006,13.8
22/12/2006,13.8
21/12/2006,13.81
20/12/2006,13.82
19/12/2006,13.9
18/12/2006,14.23
15/12/2006,14.5
14/12/2006,14.41
13/12/2006,14.62
11/12/2006,14.84
08/12/2006,14.86
07/12/2006,14.7
06/12/2006,14.5
05/12/2006,14.37
04/12/2006,14.38
30/11/2006,14.21
29/11/2006,14.19
28/11/2006,14.03
27/11/2006,14.08
24/11/2006,14.04
23/11/2006,14.05
22/11/2006,14.05
21/11/2006,14.01
17/11/2006,14.08
16/11/2006,14.14
15/11/2006,13.71
14/11/2006,13.4
13/11/2006,13.4
10/11/2006,13.41
09/11/2006,13.29
08/11/2006,12.8
07/11/2006,12.52
06/11/2006,12.47
03/11/2006,12.53
01/11/2006,12.58
31/10/2006,12.37
30/10/2006,11.98
27/10/2006,11.99
26/10/2006,12.32
25/10/2006,12.34
24/10/2006,12.46
23/10/2006,12.46
20/10/2006,12.38
19/10/2006,12.3
18/10/2006,12.38
17/10/2006,12.32
16/10/2006,12.45
13/10/2006,11.94
12/10/2006,11.8
11/10/2006,11.85
10/10/2006,11.62
09/10/2006,11.65
06/10/2006,11.65
05/10/2006,11.32
04/10/2006,11.06
03/10/2006,11.02
02/10/2006,11.03
29/09/2006,10.85
28/09/2006,10.8
27/09/2006,10.82
26/09/2006,10.87
25/09/2006,10.91
22/09/2006,10.79
21/09/2006,10.79
20/09/2006,10.86
19/09/2006,10.95
18/09/2006,10.94
15/09/2006,10.91
14/09/2006,10.86
13/09/2006,10.86
12/09/2006,10.81
11/09/2006,10.66
08/09/2006,10.79
07/09/2006,10.65
06/09/2006,10.59
05/09/2006,10.59
04/09/2006,10.55
01/09/2006,10.55
31/08/2006,10.45
30/08/2006,10.59
29/08/2006,10.62
28/08/2006,10.63
25/08/2006,10.64
24/08/2006,10.64
23/08/2006,10.55
22/08/2006,10.63
21/08/2006,10.62
18/08/2006,10.69
17/08/2006,10.65
16/08/2006,10.58
15/08/2006,10.31
14/08/2006,10.07
11/08/2006,10.18
10/08/2006,10.02
09/08/2006,10.08
08/08/2006,10.07
07/08/2006,10.14
04/08/2006,10.42
03/08/2006,10.32
02/08/2006,10.19
01/08/2006,10.07
31/07/2006,10.38
28/07/2006,10.79
27/07/2006,10.55
26/07/2006,10.85
25/07/2006,10.88
24/07/2006,10.91
21/07/2006,10.9
20/07/2006,10.79
19/07/2006,10.98
18/07/2006,10.59
17/07/2006,10.59
14/07/2006,10.19
13/07/2006,10.19
12/07/2006,10.1
11/07/2006,10.13
10/07/2006,10.12
07/07/2006,10.11
06/07/2006,10.19
05/07/2006,10.1
04/07/2006,10.27
03/07/2006,10.07
30/06/2006,9.59
29/06/2006,9.59
28/06/2006,9.42
27/06/2006,9.47
26/06/2006,9.4
23/06/2006,9.3
22/06/2006,9.35
21/06/2006,9.35
20/06/2006,9.28
19/06/2006,9.23
16/06/2006,9.56
15/06/2006,9.59
14/06/2006,9.59
13/06/2006,9.63
12/06/2006,9.59
09/06/2006,9.63
08/06/2006,9.71
07/06/2006,9.78
06/06/2006,9.83
05/06/2006,10.07
02/06/2006,10.19
01/06/2006,10.14
31/05/2006,10.11
30/05/2006,10.06
29/05/2006,10.12
26/05/2006,10.16
25/05/2006,10.54
24/05/2006,9.83
23/05/2006,10.32
22/05/2006,10.29
19/05/2006,10.55
18/05/2006,10.78
17/05/2006,10.55
16/05/2006,10.72
15/05/2006,11.03
12/05/2006,11.62
11/05/2006,11.98
10/05/2006,12.03
09/05/2006,11.98
08/05/2006,11.98
05/05/2006,11.98
04/05/2006,12.18
03/05/2006,11.58
02/05/2006,11.5
28/04/2006,11.26
27/04/2006,11.49
26/04/2006,11.49
25/04/2006,10.57
24/04/2006,10.07
21/04/2006,9.82
20/04/2006,9.73
19/04/2006,9.68
18/04/2006,9.59
17/04/2006,9.39
12/04/2006,9.25
11/04/2006,9.11
10/04/2006,9.05
07/04/2006,9.04
06/04/2006,9.04
05/04/2006,9.08
04/04/2006,9.04
03/04/2006,9.05
31/03/2006,9.01
30/03/2006,9.07
29/03/2006,9
28/03/2006,8.96
27/03/2006,8.87
24/03/2006,8.87
23/03/2006,8.87
22/03/2006,8.63
20/03/2006,8.63
17/03/2006,8.63
16/03/2006,8.65
15/03/2006,8.75
14/03/2006,8.74
13/03/2006,8.74
10/03/2006,8.72
09/03/2006,8.67
08/03/2006,8.68
07/03/2006,8.63
06/03/2006,8.8
03/03/2006,8.63
02/03/2006,8.6
01/03/2006,8.63
28/02/2006,8.52
27/02/2006,8.52
24/02/2006,8.63
23/02/2006,8.39
22/02/2006,8.33
21/02/2006,8.2
20/02/2006,8.1
17/02/2006,8.1
16/02/2006,7.81
15/02/2006,7.67
14/02/2006,7.55
13/02/2006,7.45
10/02/2006,7.45
09/02/2006,7.66
08/02/2006,7.77
07/02/2006,8.04
03/02/2006,8.03
02/02/2006,8.1
01/02/2006,7.91
31/01/2006,7.72
30/01/2006,7.56
27/01/2006,7.43
26/01/2006,7.55
25/01/2006,7.26
24/01/2006,6.87
23/01/2006,6.71
20/01/2006,6.72
19/01/2006,6.72
18/01/2006,6.62
17/01/2006,6.66
16/01/2006,6.69
13/01/2006,6.71
12/01/2006,6.65
11/01/2006,6.71
10/01/2006,6.55
09/01/2006,6.57
06/01/2006,6.56
05/01/2006,6.47
04/01/2006,6.52
03/01/2006,6.48
02/01/2006,6.65
30/12/2005,6.65
29/12/2005,6.65
28/12/2005,6.52
27/12/2005,6.46
26/12/2005,6.39
23/12/2005,6.4
22/12/2005,6.35
21/12/2005,6.31
20/12/2005,6.33
19/12/2005,6.23
16/12/2005,6.26
15/12/2005,6.28
14/12/2005,6.29
13/12/2005,6.23
09/12/2005,6.33
08/12/2005,6.37
07/12/2005,6.39
06/12/2005,6.23
05/12/2005,6.28
02/12/2005,6.3
01/12/2005,6.3
30/11/2005,6.35
29/11/2005,6.35
28/11/2005,6.35
25/11/2005,6.35
24/11/2005,6.35
23/11/2005,6.35
22/11/2005,6.35
21/11/2005,6.34
18/11/2005,6.35
17/11/2005,6.35
16/11/2005,6.35
15/11/2005,6.35
14/11/2005,6.35
10/11/2005,6.5
09/11/2005,6.51
08/11/2005,6.47
07/11/2005,6.47
04/11/2005,6.48
03/11/2005,6.47
02/11/2005,6.47
01/11/2005,6.52
31/10/2005,6.48
28/10/2005,6.54
27/10/2005,6.54
26/10/2005,6.54
25/10/2005,6.5
24/10/2005,6.5
21/10/2005,6.71
20/10/2005,6.42
19/10/2005,6.42
18/10/2005,6.47
17/10/2005,6.59
14/10/2005,6.47
13/10/2005,6.47
12/10/2005,6.59
11/10/2005,6.71
10/10/2005,6.66
06/10/2005,6.66
05/10/2005,6.73
04/10/2005,6.83
03/10/2005,6.85
30/09/2005,6.71
29/09/2005,6.52
28/09/2005,6.47
27/09/2005,6.47
26/09/2005,6.45
23/09/2005,6.42
22/09/2005,6.41
21/09/2005,6.41
20/09/2005,6.23
15/09/2005,6.35
14/09/2005,6.22
13/09/2005,6.22
12/09/2005,6.26
09/09/2005,6.26
08/09/2005,6.2
07/09/2005,6.23
06/09/2005,6.21
05/09/2005,6.18
02/09/2005,6.14
01/09/2005,6.11
31/08/2005,6.01
30/08/2005,5.99
29/08/2005,6.09
26/08/2005,6.09
25/08/2005,6.1
24/08/2005,6.11
23/08/2005,6.23
22/08/2005,6.11
19/08/2005,6.02
18/08/2005,5.99
17/08/2005,5.97
16/08/2005,5.94
15/08/2005,5.99
12/08/2005,5.99
11/08/2005,6.02
10/08/2005,5.99
09/08/2005,6
08/08/2005,5.99
05/08/2005,5.99
04/08/2005,6.02
03/08/2005,5.99
02/08/2005,5.99
01/08/2005,5.97
29/07/2005,5.99
28/07/2005,5.99
27/07/2005,6
26/07/2005,5.99
25/07/2005,5.94
22/07/2005,6.04
21/07/2005,6
20/07/2005,6.11
19/07/2005,5.97
18/07/2005,5.99
15/07/2005,5.94
14/07/2005,6.02
13/07/2005,5.99
12/07/2005,5.99
11/07/2005,5.97
08/07/2005,5.97
07/07/2005,5.97
06/07/2005,6.03
05/07/2005,5.82
04/07/2005,5.8
01/07/2005,5.8
30/06/2005,5.79
29/06/2005,5.79
28/06/2005,5.75
27/06/2005,5.75
24/06/2005,5.72
23/06/2005,5.7
22/06/2005,5.7
21/06/2005,5.7
20/06/2005,5.75
17/06/2005,5.74
16/06/2005,5.72
15/06/2005,5.73
14/06/2005,5.75
13/06/2005,5.63
10/06/2005,5.56
09/06/2005,5.46
08/06/2005,5.37
07/06/2005,5.39
06/06/2005,5.4
03/06/2005,5.34
02/06/2005,5.3
01/06/2005,5.15
31/05/2005,5.11
30/05/2005,5.11
27/05/2005,5.11
26/05/2005,5.13
25/05/2005,5.15
24/05/2005,5.15
23/05/2005,5.07
20/05/2005,4.91
19/05/2005,4.92
18/05/2005,4.99
17/05/2005,5.03
16/05/2005,5.03
13/05/2005,5.07
12/05/2005,5.15
11/05/2005,5.19
10/05/2005,5.18
09/05/2005,5.34
06/05/2005,5.34
05/05/2005,5.34
04/05/2005,5.39
03/05/2005,5.37
02/05/2005,5.39
29/04/2005,5.27
28/04/2005,5.38
27/04/2005,5.37
26/04/2005,5.39
25/04/2005,5.42
22/04/2005,5.15
21/04/2005,4.91
20/04/2005,4.91
19/04/2005,4.88
18/04/2005,4.77
15/04/2005,4.79
14/04/2005,4.94
13/04/2005,5
12/04/2005,5.02
11/04/2005,5
08/04/2005,4.93
07/04/2005,4.93
06/04/2005,4.91
05/04/2005,5.06
04/04/2005,5.15
01/04/2005,5.15
31/03/2005,5.22
30/03/2005,5.22
29/03/2005,5.03
28/03/2005,5.03
23/03/2005,5.21
22/03/2005,5.21
18/03/2005,5.38
15/03/2005,5.46
14/03/2005,5.51
11/03/2005,5.57
10/03/2005,5.58
09/03/2005,5.69
08/03/2005,5.69
07/03/2005,5.73
04/03/2005,5.7
03/03/2005,5.68
02/03/2005,5.69
01/03/2005,5.73
28/02/2005,5.63
25/02/2005,5.67
24/02/2005,5.63
23/02/2005,5.66
22/02/2005,5.66
21/02/2005,5.58
18/02/2005,5.58
16/02/2005,5.58
15/02/2005,5.63
14/02/2005,5.63
11/02/2005,5.63
10/02/2005,5.69
09/02/2005,5.63
08/02/2005,5.61
07/02/2005,5.6
04/02/2005,5.6
03/02/2005,5.61
02/02/2005,5.56
01/02/2005,5.61
31/01/2005,5.54
28/01/2005,5.51
27/01/2005,5.66
26/01/2005,5.66
25/01/2005,5.62
24/01/2005,5.52
21/01/2005,5.42
20/01/2005,5.54
19/01/2005,5.55
18/01/2005,5.54
17/01/2005,5.55
14/01/2005,5.54
13/01/2005,5.51
12/01/2005,5.56
11/01/2005,5.56
10/01/2005,5.56
07/01/2005,5.63
06/01/2005,5.7
05/01/2005,5.73
04/01/2005,5.73
03/01/2005,5.87
30/12/2004,5.74
29/12/2004,5.66
28/12/2004,5.64
27/12/2004,5.61
24/12/2004,5.58
23/12/2004,5.65
22/12/2004,5.52
21/12/2004,5.52
20/12/2004,5.5
17/12/2004,5.55
16/12/2004,5.59
15/12/2004,5.57
14/12/2004,5.5
13/12/2004,5.64
10/12/2004,5.64
09/12/2004,5.63
08/12/2004,5.5
07/12/2004,5.63
06/12/2004,5.64
03/12/2004,5.65
02/12/2004,5.65
30/11/2004,5.67
29/11/2004,5.64
26/11/2004,5.64
24/11/2004,5.64
23/11/2004,5.62
22/11/2004,5.69
19/11/2004,5.69
18/11/2004,5.71
17/11/2004,5.71
16/11/2004,5.71
15/11/2004,5.71
12/11/2004,5.69
11/11/2004,5.69
10/11/2004,5.59
09/11/2004,5.59
08/11/2004,5.59
05/11/2004,5.62
04/11/2004,5.62
03/11/2004,5.5
02/11/2004,5.43
01/11/2004,5.38
29/10/2004,5.34
28/10/2004,5.34
27/10/2004,5.38
26/10/2004,5.33
25/10/2004,5.31
22/10/2004,5.26
21/10/2004,5.12
20/10/2004,5.14
19/10/2004,5.16
15/10/2004,5.18
14/10/2004,5.12
13/10/2004,5.16
12/10/2004,5.16
11/10/2004,5.09
07/10/2004,4.9
06/10/2004,4.85
04/10/2004,4.82
01/10/2004,4.76
30/09/2004,4.66
29/09/2004,4.55
28/09/2004,4.45
27/09/2004,4.45
24/09/2004,4.44
23/09/2004,4.42
22/09/2004,4.37
21/09/2004,4.37
20/09/2004,4.33
17/09/2004,4.37
15/09/2004,4.37
14/09/2004,4.37
13/09/2004,4.4
10/09/2004,4.4
09/09/2004,4.4
08/09/2004,4.4
07/09/2004,4.39
03/09/2004,4.42
01/09/2004,4.33
31/08/2004,4.3
30/08/2004,4.31
27/08/2004,4.31
26/08/2004,4.28
25/08/2004,4.23
24/08/2004,4.23
23/08/2004,4.23
20/08/2004,4.14
19/08/2004,4.06
17/08/2004,4.12
16/08/2004,4.11
13/08/2004,4.14
12/08/2004,4.14
10/08/2004,4.16
09/08/2004,4.16
05/08/2004,4.18
04/08/2004,4.18
03/08/2004,4.3
30/07/2004,4.28
29/07/2004,4.28
28/07/2004,4.3
21/07/2004,4.37
20/07/2004,4.42
19/07/2004,4.45
16/07/2004,4.42
15/07/2004,4.37
14/07/2004,4.33
13/07/2004,4.33
12/07/2004,4.3
09/07/2004,4.29
08/07/2004,4.3
07/07/2004,4.32
06/07/2004,4.3
05/07/2004,4.35
02/07/2004,4.34
01/07/2004,4.35
30/06/2004,4.34
28/06/2004,4.3
25/06/2004,4.36
24/06/2004,4.32
23/06/2004,4.3
22/06/2004,4.3
21/06/2004,4.21
17/06/2004,4.14
15/06/2004,4.17
14/06/2004,4.14
10/06/2004,4.18
09/06/2004,4.15
08/06/2004,4.12
03/06/2004,4.11
02/06/2004,4.06
01/06/2004,4.06
31/05/2004,3.99
28/05/2004,3.99
24/05/2004,3.9
21/05/2004,3.9
20/05/2004,3.88
18/05/2004,3.87
17/05/2004,3.83
13/05/2004,3.9
12/05/2004,3.94
11/05/2004,3.94
10/05/2004,3.9
07/05/2004,4.06
06/05/2004,4.06
05/05/2004,4.06
04/05/2004,4.06
03/05/2004,4.09
30/04/2004,4.09
29/04/2004,4.08
28/04/2004,4.19
27/04/2004,4.4
26/04/2004,4.41
23/04/2004,4.42
22/04/2004,4.44
21/04/2004,4.3
20/04/2004,4.23
19/04/2004,4.23
15/04/2004,4.24
14/04/2004,4.23
13/04/2004,4.21
12/04/2004,4.16
07/04/2004,4.18
06/04/2004,4.06
05/04/2004,3.94
02/04/2004,3.92
01/04/2004,3.92
31/03/2004,3.71
30/03/2004,3.63
29/03/2004,3.56
26/03/2004,3.59
25/03/2004,3.55
24/03/2004,3.45
23/03/2004,3.39
22/03/2004,3.39
19/03/2004,3.49
18/03/2004,3.49
17/03/2004,3.51
16/03/2004,3.4
15/03/2004,3.4
12/03/2004,3.39
11/03/2004,3.32
10/03/2004,3.41
09/03/2004,3.58
08/03/2004,3.59
05/03/2004,3.68
04/03/2004,3.54
03/03/2004,3.57
02/03/2004,3.68
01/03/2004,3.48
27/02/2004,3.35
26/02/2004,3.23
25/02/2004,3.11
24/02/2004,2.99
23/02/2004,2.99
20/02/2004,2.87
17/02/2004,2.99
16/02/2004,2.99
13/02/2004,2.73
11/02/2004,2.87
10/02/2004,2.87
06/02/2004,2.92
04/02/2004,2.87
03/02/2004,2.75
02/02/2004,2.69
30/01/2004,2.69
28/01/2004,2.7
27/01/2004,2.68
26/01/2004,2.63
23/01/2004,2.63
22/01/2004,2.63
21/01/2004,2.61
20/01/2004,2.51
19/01/2004,2.51
16/01/2004,2.63
15/01/2004,2.63
14/01/2004,2.61
13/01/2004,2.5
12/01/2004,2.49
09/01/2004,2.41
08/01/2004,2.39
05/01/2004,2.28
19/12/2003,2.3
18/12/2003,2.27
17/12/2003,2.26
16/12/2003,2.24
15/12/2003,2.22
04/12/2003,2.22
03/12/2003,2.22
28/11/2003,2.15
24/11/2003,2.15
18/11/2003,2.15
14/11/2003,2.07
13/11/2003,2.07
12/11/2003,2.07
07/11/2003,2.07
06/11/2003,2.15
04/11/2003,2.1
30/10/2003,2.15
29/10/2003,2.15
28/10/2003,2.15
24/10/2003,2.15
23/10/2003,2.13
11/09/2003,2.15
10/09/2003,2.15
09/09/2003,2.16
03/09/2003,2.16
29/08/2003,2.16
27/08/2003,2.16
25/08/2003,2.16
21/08/2003,2.16
19/08/2003,2.1
15/08/2003,2.06
11/08/2003,2.06
08/08/2003,2.06
04/08/2003,2.06
01/08/2003,2.02
22/07/2003,1.96
21/07/2003,1.91
02/07/2003,1.92
25/06/2003,1.95
18/06/2003,1.95
17/06/2003,1.96
13/06/2003,1.94
12/06/2003,1.91
11/06/2003,1.91
09/06/2003,1.91
06/06/2003,1.91
05/06/2003,1.91
04/06/2003,1.91
03/06/2003,1.91
02/06/2003,1.91
27/05/2003,1.91
22/05/2003,1.91
19/05/2003,1.91
16/05/2003,1.84
15/05/2003,1.82
13/05/2003,1.91
07/05/2003,1.86
05/05/2003,1.89
30/04/2003,1.86
28/04/2003,1.91
24/04/2003,1.82
23/04/2003,1.77
21/04/2003,1.82
14/04/2003,1.71
11/04/2003,1.79
10/04/2003,1.79
08/04/2003,1.69
27/02/2003,1.69
07/02/2003,1.69
27/01/2003,1.69
24/01/2003,1.67
23/01/2003,1.67
22/01/2003,1.67
21/01/2003,1.67
16/01/2003,1.67
09/01/2003,1.7
08/01/2003,1.7
19/12/2002,1.76
18/12/2002,1.76
16/12/2002,1.79
11/12/2002,1.77
06/12/2002,1.76
05/12/2002,1.75
04/12/2002,1.75
02/12/2002,1.75
18/11/2002,1.89
14/11/2002,1.82
13/11/2002,1.75
11/11/2002,1.75
08/11/2002,1.72
31/10/2002,1.72
30/10/2002,1.69
29/10/2002,1.69
28/10/2002,1.69
25/10/2002,1.69
22/10/2002,1.69
15/10/2002,1.69
11/10/2002,1.69
10/10/2002,1.7
03/10/2002,1.67
30/09/2002,1.7
27/09/2002,1.65
26/09/2002,1.67
23/09/2002,1.64
20/09/2002,1.64
17/09/2002,1.64
12/09/2002,1.66
11/09/2002,1.67
09/09/2002,1.63
06/09/2002,1.63
03/09/2002,1.63
02/09/2002,1.6
08/08/2002,1.67
07/08/2002,1.67
17/07/2002,1.67
08/07/2002,1.67
14/06/2002,1.72
13/06/2002,1.72
12/06/2002,1.7
10/06/2002,1.7
07/06/2002,1.66
06/06/2002,1.65
05/06/2002,1.61
04/06/2002,1.65
03/06/2002,1.7
28/05/2002,1.75
27/05/2002,1.75
24/05/2002,1.8
23/05/2002,1.75
22/05/2002,1.77
17/05/2002,1.89
16/05/2002,1.86
15/05/2002,1.83
14/05/2002,1.82
10/05/2002,1.75
09/05/2002,1.89
06/05/2002,1.91
03/05/2002,1.81
02/05/2002,1.79
30/04/2002,1.55
29/04/2002,1.55
26/04/2002,1.49
25/04/2002,1.36
24/04/2002,1.31
23/04/2002,1.18
22/04/2002,1.18
17/04/2002,1.24
16/04/2002,1.24
09/04/2002,1.24
08/04/2002,1.24
01/04/2002,1.24
27/03/2002,1.24
22/03/2002,1.26
20/03/2002,1.26
18/03/2002,1.27
15/03/2002,1.27
14/03/2002,1.24
13/03/2002,1.26
12/03/2002,1.26
08/03/2002,1.25
06/03/2002,1.2
04/03/2002,1.22
01/03/2002,1.15
28/02/2002,1.08
26/02/2002,1
20/02/2002,0.93
12/02/2002,0.93
11/02/2002,0.82
08/02/2002,0.81
06/02/2002,0.85
04/02/2002,0.85
01/02/2002,0.86
31/01/2002,0.86
28/01/2002,0.81
25/01/2002,0.81
24/01/2002,0.81
21/01/2002,0.79
18/01/2002,0.81
15/01/2002,0.81
14/01/2002,0.79
11/01/2002,0.79
09/01/2002,0.81
08/01/2002,0.81
04/01/2002,0.81
02/01/2002,0.84
14/12/2001,0.84
07/12/2001,0.84
06/12/2001,0.86
15/11/2001,0.88
12/11/2001,0.91
05/11/2001,0.91
26/10/2001,0.96
04/10/2001,0.96
28/08/2001,0.96
15/08/2001,0.96
14/08/2001,0.96
17/07/2001,0.96
16/07/2001,0.96
11/07/2001,0.96
10/07/2001,0.97
09/07/2001,1.05
03/07/2001,1.05
02/07/2001,0.96
26/06/2001,0.96
19/06/2001,0.96
18/06/2001,0.97
15/06/2001,0.97
14/06/2001,0.97
13/06/2001,0.98
05/06/2001,0.97
04/06/2001,0.97
31/05/2001,0.97
30/05/2001,0.96
25/05/2001,0.98
24/05/2001,0.98
23/05/2001,0.98
22/05/2001,0.96
21/05/2001,0.96
18/05/2001,0.98
17/05/2001,1
16/05/2001,0.98
09/05/2001,0.98
04/05/2001,0.96
03/05/2001,1
02/05/2001,1.02
17/04/2001,1.11
27/03/2001,1.08
07/03/2001,1.03
06/03/2001,1.03
05/03/2001,1.03
01/03/2001,1.03
27/02/2001,1.03
26/02/2001,1.08
23/02/2001,1.12
21/02/2001,1.2
16/02/2001,1.29
15/02/2001,1.29
14/02/2001,1.29
13/02/2001,1.31
09/02/2001,1.39
08/02/2001,1.43
07/02/2001,1.45
29/01/2001,1.46
25/01/2001,1.46
23/01/2001,1.43
22/01/2001,1.39
19/01/2001,1.34
16/01/2001,1.29
15/01/2001,1.34
12/01/2001,1.39
10/01/2001,1.34
09/01/2001,1.39
08/01/2001,1.43
