Security;AMXL MM Equity                                                   ;
Start Date;07/02/2001 0:00;
End Date;11/07/2018 0:00;
Period;D;
Currency;MXN;
;;
Date;PX_LAST;PX_VOLUME
07/09/2010;15,2;41654800
06/09/2010;15,22;10510000
03/09/2010;15,18;52398000
02/09/2010;15,15;51523800
01/09/2010;15,08;104142000
31/08/2010;14,63;232919400
30/08/2010;14,43;58754800
27/08/2010;14,63;69852200
26/08/2010;14,36;76848600
25/08/2010;14,47;109819800
24/08/2010;14,53;69734200
23/08/2010;15,03;54095400
20/08/2010;15,03;38976600
19/08/2010;14,92;57597200
18/08/2010;15;88877800
17/08/2010;15,11;45675800
16/08/2010;15,02;46648600
13/08/2010;15;38999400
12/08/2010;14,83;55655200
11/08/2010;14,82;74153600
10/08/2010;15,11;61630000
09/08/2010;15,25;45498400
06/08/2010;15,31;63478000
05/08/2010;15,32;52937000
04/08/2010;15,33;71292600
03/08/2010;15,28;82070200
02/08/2010;15,24;71464600
30/07/2010;14,87;169353000
29/07/2010;15,16;59624000
28/07/2010;15,34;103640200
27/07/2010;15,36;52454600
26/07/2010;15,51;49013400
23/07/2010;15,42;61700000
22/07/2010;15,47;90127400
21/07/2010;14,95;65555600
20/07/2010;14,87;43427600
19/07/2010;14,77;41725000
16/07/2010;14,75;41123200
15/07/2010;15,06;54615400
14/07/2010;15,03;55217600
13/07/2010;14,99;56807000
12/07/2010;14,8;35840000
09/07/2010;14,96;40586600
08/07/2010;14,98;56697800
07/07/2010;15,12;63969400
06/07/2010;14,86;64272400
05/07/2010;14,82;2279800
02/07/2010;14,88;69276000
01/07/2010;14,73;135272200
30/06/2010;14,61;197535800
29/06/2010;14,77;90642400
28/06/2010;15,39;45156800
25/06/2010;15,4;46260200
24/06/2010;15,2;45745400
23/06/2010;15,34;95842200
22/06/2010;14,96;36592600
21/06/2010;15,12;45079400
18/06/2010;15,07;85775400
17/06/2010;15,15;56276400
16/06/2010;15,11;43101200
15/06/2010;15,01;74491800
14/06/2010;14,74;39743200
11/06/2010;14,79;103875200
10/06/2010;14,85;126266200
09/06/2010;14,74;95515400
08/06/2010;14,75;58906000
07/06/2010;14,65;39260200
04/06/2010;14,64;52448200
03/06/2010;14,72;46851200
02/06/2010;14,74;61939000
01/06/2010;14,69;89423200
31/05/2010;15,02;70570800
28/05/2010;14,57;68072600
27/05/2010;14,67;80512000
26/05/2010;14,45;102998000
25/05/2010;14,32;110815200
24/05/2010;14,38;34278200
21/05/2010;14,28;62106400
20/05/2010;14,28;87822800
19/05/2010;14,56;71122200
18/05/2010;14,57;52884000
17/05/2010;14,65;56585000
14/05/2010;14,69;57001800
13/05/2010;14,84;25297000
12/05/2010;14,9;46368000
11/05/2010;14,84;83372600
10/05/2010;14,91;76901000
07/05/2010;14,65;145740400
06/05/2010;14,67;114389400
05/05/2010;15,02;76742200
04/05/2010;15;95464600
03/05/2010;15,19;92752400
30/04/2010;15,08;106770400
29/04/2010;14,8;64114800
28/04/2010;14,79;76308200
27/04/2010;14,67;102629200
26/04/2010;14,87;54221600
23/04/2010;14,9;66624600
22/04/2010;14,83;85084800
21/04/2010;14,65;62796600
20/04/2010;14,85;46599000
19/04/2010;14,84;76819400
16/04/2010;15,04;54866600
15/04/2010;15,13;37328400
14/04/2010;15;56912800
13/04/2010;14,87;43598600
12/04/2010;14,83;27137800
09/04/2010;14,8;41864400
08/04/2010;14,59;109370800
07/04/2010;14,86;83529000
06/04/2010;15,03;72276200
05/04/2010;15,02;116357800
31/03/2010;14,77;122472800
30/03/2010;14,95;46105200
29/03/2010;14,94;42687200
26/03/2010;14,75;55213200
25/03/2010;14,71;56784800
24/03/2010;14,74;65383400
23/03/2010;14,77;49858200
22/03/2010;14,69;48463200
19/03/2010;14,64;66980000
18/03/2010;14,63;76497400
17/03/2010;14,54;72078600
16/03/2010;14,44;58752400
12/03/2010;14,24;47816400
11/03/2010;14,29;44785800
10/03/2010;14,28;63023200
09/03/2010;14,17;51831200
08/03/2010;14,15;56447600
05/03/2010;14,05;60948200
04/03/2010;13,86;54550600
03/03/2010;13,85;91986400
02/03/2010;13,57;60098800
01/03/2010;13,44;49314400
26/02/2010;13,52;66926800
25/02/2010;13,5;57543600
24/02/2010;13,56;70207800
23/02/2010;13,57;73569800
22/02/2010;13,63;89289800
19/02/2010;13,81;112881400
18/02/2010;13,93;102397400
17/02/2010;14,03;75971000
16/02/2010;14,02;77379800
15/02/2010;13,76;7486400
12/02/2010;13,68;68385600
11/02/2010;13,74;70578000
10/02/2010;13,54;76819400
09/02/2010;13,7;92280800
08/02/2010;13,64;76048800
05/02/2010;13,84;117447400
04/02/2010;13,84;74826200
03/02/2010;14,16;120409000
02/02/2010;13,79;109603200
29/01/2010;13,58;100630200
28/01/2010;13,76;101755200
27/01/2010;13,45;129792800
26/01/2010;13,43;102918200
25/01/2010;13,13;146707800
22/01/2010;13,33;124557600
21/01/2010;13,49;158543000
20/01/2010;13,64;117776200
19/01/2010;14,1;101924800
18/01/2010;14,19;16858600
15/01/2010;14,08;219823800
14/01/2010;14,34;344058800
13/01/2010;15,09;77310000
12/01/2010;15,07;54254200
11/01/2010;15,06;59460000
08/01/2010;14,88;32203200
07/01/2010;14,97;48285000
06/01/2010;14,78;52401800
05/01/2010;14,85;82436200
04/01/2010;14,92;67643400
31/12/2009;14,61;32549000
30/12/2009;14,59;31253000
29/12/2009;14,62;31857800
28/12/2009;14,61;20009200
24/12/2009;14,55;14925200
23/12/2009;14,55;36718400
22/12/2009;14,49;47985800
21/12/2009;14,29;82990600
18/12/2009;14,41;130315800
17/12/2009;14,31;86609000
16/12/2009;14,22;82828800
15/12/2009;14,38;87440800
14/12/2009;14,56;66399600
11/12/2009;14,49;56113800
10/12/2009;14,58;75273400
09/12/2009;14,39;89782600
08/12/2009;14,31;94343000
07/12/2009;14,57;69998200
04/12/2009;14,72;69369200
03/12/2009;14,55;101558600
02/12/2009;14,74;141733200
01/12/2009;15,18;94064200
30/11/2009;14,85;129447200
27/11/2009;14,7;64294000
26/11/2009;14,4;22548800
25/11/2009;14,95;82706400
24/11/2009;14,61;70588000
23/11/2009;14,8;72027800
20/11/2009;14,59;84717400
19/11/2009;14,7;64584600
18/11/2009;14,81;74344600
17/11/2009;15,13;76575200
13/11/2009;14,92;93530800
12/11/2009;15,05;80394600
11/11/2009;15,06;112329200
10/11/2009;15,01;82573200
09/11/2009;14,98;76726200
06/11/2009;14,75;48018200
05/11/2009;14,77;85346800
04/11/2009;14,45;56104800
03/11/2009;14,18;56999600
30/10/2009;13,83;90101400
29/10/2009;14,14;70472600
28/10/2009;13,97;87460000
27/10/2009;13,96;122572400
26/10/2009;14,57;80670200
23/10/2009;14,39;56342200
22/10/2009;14,54;60145800
21/10/2009;14,73;80531400
20/10/2009;14,77;65594800
19/10/2009;14,83;63301200
16/10/2009;14,96;43803800
15/10/2009;15,07;61280400
14/10/2009;15,13;77814200
13/10/2009;14,96;82040000
12/10/2009;15,06;45578400
09/10/2009;14,88;51065600
08/10/2009;14,71;97709400
07/10/2009;14,59;59935400
06/10/2009;14,67;119493000
05/10/2009;14,14;68379400
02/10/2009;13,83;87296800
01/10/2009;13,86;87734600
30/09/2009;14,02;107072200
29/09/2009;14,07;82078400
28/09/2009;13,97;78019400
25/09/2009;13,66;101072600
24/09/2009;13,44;103350800
23/09/2009;13,67;103563200
22/09/2009;14,13;50947200
21/09/2009;14,3;51687200
18/09/2009;14,35;148783600
17/09/2009;14,78;67980800
15/09/2009;14,73;68643000
14/09/2009;14,72;41613000
11/09/2009;14,63;49965800
10/09/2009;14,57;47211600
09/09/2009;14,6;68254000
08/09/2009;14,67;55648000
07/09/2009;14,21;9805200
04/09/2009;14,2;33574200
03/09/2009;14,07;66759000
02/09/2009;14,02;52527200
01/09/2009;14,08;63129800
31/08/2009;14,28;69791800
28/08/2009;14,67;67737600
27/08/2009;14,67;66309400
26/08/2009;14,68;55892600
25/08/2009;14,71;68894000
24/08/2009;14,36;72537000
21/08/2009;14,37;53302800
20/08/2009;14,21;52670800
19/08/2009;13,89;49502600
18/08/2009;13,89;53666200
17/08/2009;13,81;59186000
14/08/2009;13,94;54947600
13/08/2009;13,96;58303000
12/08/2009;13,89;71203600
11/08/2009;13,75;68444800
10/08/2009;13,85;48690600
07/08/2009;13,74;79614800
06/08/2009;13,67;68279800
05/08/2009;14,12;62125600
04/08/2009;14,22;72250000
03/08/2009;13,98;62121400
31/07/2009;13,44;69710800
30/07/2009;13,37;40587600
29/07/2009;13,2;55554600
28/07/2009;13,51;53483200
27/07/2009;13,66;57907400
24/07/2009;13,64;54438200
23/07/2009;13,83;88892800
22/07/2009;13,68;118205200
21/07/2009;13,1;61196000
20/07/2009;13,27;69512400
17/07/2009;13,01;64664800
16/07/2009;13,22;66243600
15/07/2009;12,85;87735600
14/07/2009;12,6;64922400
13/07/2009;12,47;64301000
10/07/2009;12,43;50768200
09/07/2009;12,33;56247600
08/07/2009;12,19;54888400
07/07/2009;11,84;53770400
06/07/2009;12,09;41878000
03/07/2009;12,1;6859800
02/07/2009;12,1;50703800
01/07/2009;12,31;56034600
30/06/2009;12,1;57677600
29/06/2009;12,24;39826200
26/06/2009;12,14;51095400
25/06/2009;11,87;51563800
24/06/2009;11,52;66007400
23/06/2009;11,26;65563200
22/06/2009;11,19;79833200
19/06/2009;11,73;56558200
18/06/2009;11,75;42090400
17/06/2009;11,61;89162600
16/06/2009;11,81;45446600
15/06/2009;11,95;71522400
12/06/2009;12,21;60497200
11/06/2009;12;55641600
10/06/2009;11,97;69633600
09/06/2009;11,9;64746400
08/06/2009;11,82;47230200
05/06/2009;11,79;44317800
04/06/2009;11,67;64005800
03/06/2009;11,72;91175200
02/06/2009;11,92;81599200
01/06/2009;12,18;82736800
29/05/2009;11,86;128624600
28/05/2009;12,24;60684000
27/05/2009;12,04;74292000
26/05/2009;11,89;68932600
25/05/2009;11,74;3727400
22/05/2009;11,76;57693000
21/05/2009;11,6;68038000
20/05/2009;11,7;85895600
19/05/2009;11,78;87752200
18/05/2009;11,68;62221200
15/05/2009;11,09;57783000
14/05/2009;11,24;52326800
13/05/2009;11,16;70264800
12/05/2009;11,52;87149000
11/05/2009;11,68;58280400
08/05/2009;11,55;98624800
07/05/2009;11,23;79482800
06/05/2009;11,54;95669600
05/05/2009;11,47;109833600
04/05/2009;11,21;87902800
30/04/2009;10,74;154107800
29/04/2009;10,97;259785400
28/04/2009;10,02;89560400
27/04/2009;10,17;129685400
24/04/2009;10,4;160833200
23/04/2009;9,84;105322000
22/04/2009;9,51;111303400
21/04/2009;9,52;108590000
20/04/2009;9,4;98755600
17/04/2009;9,77;106554800
16/04/2009;9,84;125780600
15/04/2009;9,61;60821200
14/04/2009;9,75;142968400
13/04/2009;9,94;103631800
08/04/2009;9,31;71602600
07/04/2009;9,35;111543200
06/04/2009;9,62;95402800
03/04/2009;9,9;105135800
02/04/2009;9,81;147875200
01/04/2009;9,26;86975000
31/03/2009;9,16;137302000
30/03/2009;9,03;129463800
27/03/2009;9,46;110417600
26/03/2009;9,74;87744600
25/03/2009;10,07;88808800
24/03/2009;10,04;89681400
23/03/2009;10,34;116238400
20/03/2009;9,58;107554200
19/03/2009;9,62;119406200
18/03/2009;9,76;109665200
17/03/2009;9,66;100178400
13/03/2009;9,86;82948200
12/03/2009;9,77;94191800
11/03/2009;9,46;75462000
10/03/2009;9,17;84283400
09/03/2009;8,84;65526800
06/03/2009;8,76;56496000
05/03/2009;8,97;93672800
04/03/2009;9,19;67035200
03/03/2009;8,88;73660000
02/03/2009;8,69;84300200
27/02/2009;9,25;156886200
26/02/2009;9,12;104261200
25/02/2009;9,04;147947800
24/02/2009;9,1;117988600
23/02/2009;9,04;80595000
20/02/2009;9,43;93955600
19/02/2009;9,77;70139600
18/02/2009;9,71;84387800
17/02/2009;9,92;73445800
16/02/2009;10,27;8885400
13/02/2009;10,17;53333800
12/02/2009;10,19;70965600
11/02/2009;10,37;71067000
10/02/2009;10,34;112556400
09/02/2009;10,61;49217800
06/02/2009;10,56;135470200
05/02/2009;9,95;67289200
04/02/2009;9,87;68800800
03/02/2009;9,88;77585800
30/01/2009;9,72;63761200
29/01/2009;9,63;57595600
28/01/2009;9,8;108979600
27/01/2009;9,44;66173200
26/01/2009;9,29;49297400
23/01/2009;9,2;81491800
22/01/2009;9,12;92600600
21/01/2009;9,26;100338000
20/01/2009;9,06;101896200
19/01/2009;9,55;10988200
16/01/2009;9,48;86985600
15/01/2009;9,53;144773400
14/01/2009;9,72;95790400
13/01/2009;10,19;70271200
12/01/2009;10,11;67053200
09/01/2009;10,29;62757800
08/01/2009;10,47;66710200
07/01/2009;10,38;62083200
06/01/2009;10,79;91366800
05/01/2009;10,87;89548800
02/01/2009;10,42;54997800
31/12/2008;10,08;31719800
30/12/2008;9,85;31663600
29/12/2008;9,9;38649000
26/12/2008;10,14;16458800
24/12/2008;10,09;13032200
23/12/2008;9,95;31210800
22/12/2008;9,98;45341200
19/12/2008;10,06;139403400
18/12/2008;10,38;88916800
17/12/2008;10,44;117185800
16/12/2008;10,43;162688800
15/12/2008;9,99;114180800
11/12/2008;10,49;67201400
10/12/2008;10,44;91060400
09/12/2008;10,09;103668000
08/12/2008;9,97;161468000
05/12/2008;9,01;85826200
04/12/2008;9,11;73844400
03/12/2008;9,35;71973800
02/12/2008;9,45;59021000
01/12/2008;9,39;75705000
28/11/2008;9,74;61490200
27/11/2008;9,6;11135200
26/11/2008;9,61;83972800
25/11/2008;9,29;115850600
24/11/2008;9,84;108132400
21/11/2008;9,12;70947800
20/11/2008;9,24;77359000
19/11/2008;9,23;94283000
18/11/2008;9,6;151769400
14/11/2008;9,53;121951600
13/11/2008;9,95;132597200
12/11/2008;9,13;75670800
11/11/2008;9,53;83652400
10/11/2008;9,73;90206200
07/11/2008;9,72;79765400
06/11/2008;9,53;111446200
05/11/2008;9,63;113430600
04/11/2008;10,03;133602200
03/11/2008;9,64;88487000
31/10/2008;9,44;171927600
30/10/2008;9,46;186662000
29/10/2008;8,56;263791800
28/10/2008;8,77;161455000
27/10/2008;7,73;148577800
24/10/2008;7,85;177688000
23/10/2008;8,6;214869400
22/10/2008;9,33;239713600
21/10/2008;10,37;109748200
20/10/2008;10,91;109899800
17/10/2008;10,52;79695800
16/10/2008;10,15;183783600
15/10/2008;10,33;105477400
14/10/2008;10,78;172457600
13/10/2008;11,08;143996200
10/10/2008;9,89;149597400
09/10/2008;10,07;126544800
08/10/2008;9,91;206899000
07/10/2008;10,37;150945400
06/10/2008;10,61;127053000
03/10/2008;10,72;164234400
02/10/2008;11,36;190096200
01/10/2008;12,12;115498200
30/09/2008;11,92;159072000
29/09/2008;11,34;171804200
26/09/2008;12,27;67492000
25/09/2008;12,2;136448000
24/09/2008;11,55;78546400
23/09/2008;11,41;111730400
22/09/2008;11,67;104611200
19/09/2008;12,33;149109200
18/09/2008;12,02;129389000
17/09/2008;11,13;122987200
15/09/2008;11,44;73211800
12/09/2008;12,02;56689200
11/09/2008;11,79;98035200
10/09/2008;11,68;139814000
09/09/2008;11,89;104621600
08/09/2008;12,4;93198200
05/09/2008;12,34;97976800
04/09/2008;12,43;79735200
03/09/2008;12,48;80598800
02/09/2008;12,62;52951200
01/09/2008;12,59;7322400
29/08/2008;12,51;41647600
28/08/2008;12,56;57506200
27/08/2008;12,37;61859600
26/08/2008;12,1;83143800
25/08/2008;12,28;60057400
22/08/2008;12,55;74289600
21/08/2008;12,26;44030000
20/08/2008;12,34;75919000
19/08/2008;12,14;73566400
18/08/2008;12,05;61334200
15/08/2008;12,38;66170000
14/08/2008;12,34;75285800
13/08/2008;11,88;57316200
12/08/2008;11,62;50699600
11/08/2008;11,82;94165400
08/08/2008;12,14;47628200
07/08/2008;11,93;69270000
06/08/2008;12,18;72735000
05/08/2008;12,01;70737400
04/08/2008;11,58;55106200
01/08/2008;11,77;85436400
31/07/2008;12,08;88138400
30/07/2008;12,06;96142800
29/07/2008;11,87;92199200
28/07/2008;11,38;76214000
25/07/2008;11,47;106908800
24/07/2008;11,26;120937600
23/07/2008;11,59;144065600
